idwell,subphase,sum(subphase_total_days)
C417278645714F82A1BEAE184D80EAEF,Rig Down & Move Out,0.35
076CAB20EF3E461AB8F3EFCE4912ED9D,"Jet 36"" Casing (914mm)",0.88
AC727F2B33D54DC39CD6C60F4609326B,Open Hole Logging,4.91
9EB6D41C69B946B2B3B9D738662D7646,Run / Test BOP,1.48
6BBC552DAD9D436F9CA85E67E61E2CD2,Run Lower Completion,6.25
2BEE1ABEE01E435EB9982EC6FEC766E8,"Drill 28"" Hole Section (711mm)",1.42
1F7A02B6AF0A4D92A869D72C6922EC50,"Drill 12-1/4"" Hole Section (311mm)",12.56
D656C01E121E4E858D3984E2E069BAEA,"Jet 36"" Casing (914mm)",0.73
9C6CEE755C8742ADB7FC4A2D003F7648,Move In & Rig Up,5.69
8388E7D9A9884BC28D724C4DEF9D148E,Run Upper Completion,12.08
D656C01E121E4E858D3984E2E069BAEA,Move In & Rig Up,2.15
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Drill 12-1/4"" Hole Section (311mm)",3.78
05E3D57291A54C518D4DCA84D752B455,"Run 14"" Casing (356mm)",1.18
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Run 14"" Casing (356mm)",4.45
FF5A9E0299714949BB7113DE5A45FC58,"Jet 36"" Casing (914mm)",0.86
B4672CA1121F476E8EADCB335E7A01C3,Pull BOP,0.85
8388E7D9A9884BC28D724C4DEF9D148E,"Drill 12-1/4"" Hole Section (311mm)",12.95
7894DBFB0E9741A9B5B42D9188DADFA8,"Run 20"" Casing (508mm)",1.38
313023AD8D9E4A67AABAA94A3B566B06,"Run 22"" Casing (559mm)",1.54
D8702AE6429945528A70D4D55E5F0755,"Run 13-5/8"" Casing / Tieback (346mm)",3.51
D57CA0C65A2C4A7FB26AD29FC5D658AC,"Jet 36"" Casing (914mm)",1.09
9EB6D41C69B946B2B3B9D738662D7646,"Drill 12-1/4"" Hole Section (311mm)",10.25
0F286F8CB5074CF1B48E80F800A66A69,"Run 13-5/8"" Casing / Tieback (346mm)",3.66
98837B6835314A89AAB2402BCF913D36,Well Clean Up,2.08
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Well Test,10.77
1F7A02B6AF0A4D92A869D72C6922EC50,Run Upper Completion,10.94
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Drill 10-5/8"" x 12-1/4"" Hole Section (270x311mm)",11.9
98837B6835314A89AAB2402BCF913D36,"Drill 28"" Hole Section (711mm)",1.73
377C18FDAFD84A608780509E3631907B,"Drill 12-1/4"" Hole Section (311mm)",7
F224034A354A421EAA351918E67E8A2E,Pull BOP,1.13
768A75E188C948268079F3BFBEAA5BFC,"Drill 12-1/4"" Hole Section (311mm)",12.5
076CAB20EF3E461AB8F3EFCE4912ED9D,"Drill 26"" Hole Section (660mm)",1.5
A1D51D5595D141D08D1DAA0D15EA4C09,Temporary Plug & Abandonment (TP&A),3.34
048BBD33673549AA87A1606D5C9506D0,"Run 22"" Casing (559mm)",1.58
377C18FDAFD84A608780509E3631907B,Run Upper Completion,3.17
73BF435F6C564EC390725FAF4F50D3E3,"Run 20"" Casing (508mm)",0.83
98837B6835314A89AAB2402BCF913D36,"Run 9-5/8"" Casing / Tieback (244.5mm)",1.9
377C18FDAFD84A608780509E3631907B,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.84
4E3325C8D54540018590B97F82FD4A2C,Cleanout Run,3.04
1C6899B4790F49CFBD844BBFFC958D16,Run Upper Completion,3.9
0643520408164C0BAC017A4FD2AB4C4D,"Drill 28"" Hole Section (711mm)",2.1
7E83259C5BA34DCE895A2D9501AC967A,"Drill 12-1/4"" Hole Section (311mm)",5.56
FA9EAE3C713E477892722D1028963F22,"Drill 12-1/4"" x 14-3/4"" Hole Section (311x375mm)",10.38
332C687CE7564366AF3F2F5DA1883602,12-1/4'' Open Hole Logging,6.06
C2D5DCF5F6B541518C42183715E63886,Temporary Plug & Abandonment (TP&A),3.57
96CFFB4877B843B79E105E7816AAC293,"Run 22"" Casing (559mm)",1.51
15F41B08E003423C8A316032A7C9AE6A,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.21
54023A25026948EE937426EF9CEED755,Run / Test BOP,3.36
052C9E72E57846CF9AA1A7999558FAB5,"Jet 36"" Casing (914mm)",0.78
E36B920A7DEB4B2D96D9287AC9595E17,Run Lower Completion,4.5
8DE4516EEF9C4249B231AC1054CAE57A,Temporary Plug & Abandonment (TP&A),1.27
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Jet 36"" Casing (914mm)",1.32
4831DF59593A47E6BB833F9474EF4A2E,"Drill 17-1/2"" Hole Section (444.5mm)",3.42
1E0179E39C45410D99449F843ACB9B59,"Run 20"" Casing (508mm)",0.83
7E83259C5BA34DCE895A2D9501AC967A,Temporary Plug & Abandonment (TP&A),4.85
A3E87A9132C04B26AF6B28A541929A59,Run / Test BOP,5.44
F274D9274D6D48BB96115E48151A352F,"Jet 36"" Casing (914mm)",1.23
754BC09DDD534651BDA54E4AE2004B72,"Drill 17-1/2"" Hole Section (444.5mm)",3.51
3C6918BF24DC416F8747B40C3FADAC6D,"Run 13-5/8"" Casing / Tieback (346mm)",3.18
61418BB6CEB248E29AC01F6F6BE82AB4,"Run 20"" Casing (508mm)",1.55
F60B551E1EBF446493ADBBF7E06B276D,"Run 13-3/8"" Casing (340mm)",1.42
9EB6D41C69B946B2B3B9D738662D7646,"Drill 10-5/8"" x 12-1/4"" Hole Section (270x311mm)",null
0DB5B5A443804DD5927B8B232DA6F1E7,Lower P&A,3.5
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Run Lower Completion,4.83
E79002718FBB47EC8A8F3ED3C7C80AA4,Temporary Plug & Abandonment (TP&A),1.38
D1780C47B785497F9E4472B2B916658F,"Drill 26"" Hole Section (660mm)",1.94
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Run 9-7/8"" Liner (251mm)",2.33
1BABE01738DD4EF7AD1FD9A369AA9190,Plugback,5.5
A06CA05414814A3E84C73BC4EE31EFCF,Run Upper Completion,17.83
3E1FCFD5C8884B2E8CD7089DAD3CC779,Well Test,12.88
1F12DA3A3DF54B2094592A804A8F12B6,Open Hole Logging,9.75
5604C053A0D84498A65094FFFC6F61D5,Temporary Plug & Abandonment (TP&A),1.29
B4672CA1121F476E8EADCB335E7A01C3,"Drill 28"" Hole Section (711mm)",2.86
81CEC78DC98E4FB498D5F240B2368F3E,"Drill 28"" Hole Section (711mm)",2.09
A96AC5B5681C42E182815B2A03321EF7,"Drill 12-1/4"" x 14-1/2"" Hole Section (311x368mm)",13.04
8766467DC774438D9AC41076EF4E2CDD,"Drill 17-1/2"" Hole Section (444.5mm)",4
1C6899B4790F49CFBD844BBFFC958D16,"Run 20"" Casing (508mm)",2.06
46EEF60EB010439BBBD01541CAE71BB8,"Run 22"" Casing (559mm)",1.68
E950C97C6C9B4262A0A06E9222F1D750,"Jet 36"" Casing (914mm)",0.94
D0FB223DC2DB4C91815E9FBB821804E6,"Jet 36"" Casing (914mm)",0.52
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Re-entry,0.49
8766467DC774438D9AC41076EF4E2CDD,"Drill 8-1/2"" Hole Section (216mm)",5.22
D656C01E121E4E858D3984E2E069BAEA,"Run 20"" Casing (508mm)",0.9
7E67BA30CAE942C7A3DE18A4C98C52C3,"Drill 12-1/4"" Hole Section (311mm)",15
C77BA018CA00489A91C06309C6840C2C,Coring,6.83
2E5A7674FED24353880C670C671E9508,Demobilization,3.42
055FD8E6091E4FEC8A90CDEA84E0BED2,"Run 9-7/8"" Liner (251mm)",null
570E8D3E150A41109B1E19251B48BCE8,Fluid Displacement,5.05
6BBC552DAD9D436F9CA85E67E61E2CD2,Run / Test BOP,3.65
1705C7BB85B1436F8B46C50009FD040E,"Drill 17-1/2"" Hole Section (444.5mm)",2.48
313023AD8D9E4A67AABAA94A3B566B06,Re-entry,1.57
B440090E6BEF485CB1FF88B13EF1DA2F,"Drill 17-1/2"" Hole Section (444.5mm)",5.71
AA23FA8702F143CA832D65B410D20B01,"Drill 8-1/2"" Hole Section (216mm)",7.2
81CEC78DC98E4FB498D5F240B2368F3E,Run / Test BOP,8.36
B972758C036E4230A1B96DC034B8B094,"Run 9-7/8"" Liner (251mm)",5.52
15F41B08E003423C8A316032A7C9AE6A,"Run 20"" Casing (508mm)",0.91
448BA4A01930437CACB0F8C696A478EE,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.6
754271E79F2D47E2A6A13FDBA918D5D6,Fluid Displacement,8.13
768A75E188C948268079F3BFBEAA5BFC,Cleanout Run,1.75
671390DF21ED4FBCAFBD872F2F2A950C,"Drill 28"" Hole Section (711mm)",2.35
B972758C036E4230A1B96DC034B8B094,Temporary Plug & Abandonment (TP&A),2.16
F224034A354A421EAA351918E67E8A2E,Re-entry,1.56
0F41F5BB467844D6BEE17EDD3438AF05,"Drill 28"" Hole Section (711mm)",4.15
1C6899B4790F49CFBD844BBFFC958D16,"Run 13-3/8"" Casing (340mm)",1.08
D9290A60CB6B47E4A86A579B6FDE01BC,"Jet 36"" Casing (914mm)",0.69
F3993D250F23469F84B3E9DD0B5626A1,Mobilization,12.46
F274D9274D6D48BB96115E48151A352F,"Run 13-5/8"" Casing / Tieback (346mm)",2.28
0DB5B5A443804DD5927B8B232DA6F1E7,Re-entry,0.64
F224034A354A421EAA351918E67E8A2E,"Jet 36"" Casing (914mm)",1.13
4831DF59593A47E6BB833F9474EF4A2E,"Drill 28"" Hole Section (711mm)",1.71
2A417E2776114AD396F75F0343DB9FBC,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.71
5DD33CE64CFF4C439FB5DEF09184AA04,Run / Test BOP,2.98
754271E79F2D47E2A6A13FDBA918D5D6,Move In & Rig Up,1.26
91B05152008B4F92BDCB6C08E650CFE9,"Drill 17-1/2"" Hole Section (444.5mm)",6.52
754271E79F2D47E2A6A13FDBA918D5D6,"Drill 28"" Hole Section (711mm)",1.92
FAC36A8FB35C4B14968DD9A026580CF4,Coring,4.6
754271E79F2D47E2A6A13FDBA918D5D6,Well Test,11.91
17F18171D4844302ADA168C723ECDF4F,"Jet 36"" Casing (914mm)",1.43
37849EEF65EF455DB9026D647C1B4800,"Run 20"" Casing (508mm)",1.29
8DE4516EEF9C4249B231AC1054CAE57A,Well Clean Up,1.94
FA9EAE3C713E477892722D1028963F22,"Run 11-7/8"" Liner (302mm)",5.35
AC727F2B33D54DC39CD6C60F4609326B,Move In & Rig Up,2
E950C97C6C9B4262A0A06E9222F1D750,Move In & Rig Up,1.69
3CD6C7B1F8534AE489C0D91C0B037CCE,Kill Well,null
E950C97C6C9B4262A0A06E9222F1D750,"Drill 28"" Hole Section (711mm)",2.54
ACEEF6A1543742C5B6F7CE0A73A81F59,"Run 13-5/8"" Casing / Tieback (346mm)",2.73
46EEF60EB010439BBBD01541CAE71BB8,"Drill 16-1/2"" x 20"" Hole Section (419x508mm)",6
77E60965509A4C0A8D8D06CE60B89470,Retrieve Packer,0.75
6B4DE087F910440F82F10C1F70DAE530,"Drill 12-1/4"" Hole Section (311mm)",10.83
3CD6C7B1F8534AE489C0D91C0B037CCE,Pull BOP,2.91
D57CA0C65A2C4A7FB26AD29FC5D658AC,"Drill 17-1/2"" Hole Section (444.5mm)",11.57
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Drill 17-1/2"" Hole Section (444.5mm)",4.3
313023AD8D9E4A67AABAA94A3B566B06,"Jet 36"" Casing (914mm)",0.84
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Drill 8-1/2"" Hole Section (216mm)",5.41
BAC96EBE0F354878BF920E67BFA0742E,Casing Cut & Pull,10.92
12FF4C6C40C4446C84BF59EF1AED9772,"Drill 28"" Hole Section (711mm)",1.94
7E67BA30CAE942C7A3DE18A4C98C52C3,Lower P&A,4.1
D63CE93FCBDC425D9A818E91CD52E293,"Drill 17-1/2"" Hole Section (444.5mm)",2.53
979569BEB406477E9F499BCE0B1D476A,Open Hole Logging,13.29
A74B93C78CAE42E998A3AE559AA0F432,"Drill 17-1/2"" Hole Section (444.5mm)",3.21
2A417E2776114AD396F75F0343DB9FBC,Run / Test BOP,3.14
754BC09DDD534651BDA54E4AE2004B72,Pull BOP,2.77
8DE4516EEF9C4249B231AC1054CAE57A,"Run 13-5/8"" Casing / Tieback (346mm)",10.48
E86F16784BA24EC08E4E4DE62F1C84FE,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.65
E86F16784BA24EC08E4E4DE62F1C84FE,"Run 20"" Casing (508mm)",1.5
2FF9338FEEBC45C5A6DF5D2F2970E6BD,"Run 13-3/8"" Casing (340mm)",1.88
F44F38965F1C4E838546C4AB63C97B56,Move In & Rig Up,7.56
AE8222E964BF4261BE13A9F9431A87B2,"Drill 14-1/2"" x 17-1/2"" Hole Section (368x444.5mm)",4.88
D8702AE6429945528A70D4D55E5F0755,"Drill 28"" Hole Section (711mm)",2.68
F274D9274D6D48BB96115E48151A352F,Well Test,11.69
C5D4F6A03FFC41D79F999AA5A1247C35,Cased Hole Logging,14
19C1D60E8C6547969453DACA80DDC64B,Wait - Other,75.2
377C18FDAFD84A608780509E3631907B,Pull BOP,0.55
570E8D3E150A41109B1E19251B48BCE8,"Jet 36"" Casing (914mm)",2.11
E86F16784BA24EC08E4E4DE62F1C84FE,Move In & Rig Up,5.4
313023AD8D9E4A67AABAA94A3B566B06,Well Test,8.33
05E3D57291A54C518D4DCA84D752B455,"Drill 12-1/4"" Hole Section (311mm)",5.91
E36B920A7DEB4B2D96D9287AC9595E17,Well Clean Up,2.32
E36B920A7DEB4B2D96D9287AC9595E17,"Drill 8-1/2"" Hole Section (216mm)",6.63
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Run / Test BOP,12.72
6F5B65035EA446E6A523B4112DA7CC18,Move In & Rig Up,7.79
448BA4A01930437CACB0F8C696A478EE,"Drill 17-1/2"" Hole Section (444.5mm)",2.73
C2D5DCF5F6B541518C42183715E63886,Move In & Rig Up,0.75
406DA18387B74ACEB6846E87BA48B6D6,Move In & Rig Up,0.73
46EEF60EB010439BBBD01541CAE71BB8,"Run 9-7/8"" Liner (251mm)",6.24
E36B920A7DEB4B2D96D9287AC9595E17,Move In & Rig Up,3.36
44F56447FA9C47F8AF518490FB599C70,Run / Test BOP,18.25
27C70E0DB1164D29BA1F43D1C1A67AD4,"Run 13-5/8"" Casing / Tieback (346mm)",1.5
377C18FDAFD84A608780509E3631907B,Well Clean Up,null
44F56447FA9C47F8AF518490FB599C70,Run Upper Completion,8.73
E950C97C6C9B4262A0A06E9222F1D750,Temporary Plug & Abandonment (TP&A),1.67
AA3D5BC92DFE47D7A6C4ABDF93794AA8,"Drill 8-1/2"" Hole Section (216mm)",13.96
C2D5DCF5F6B541518C42183715E63886,"Drill 28"" Hole Section (711mm)",2.58
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Drill 26"" Hole Section (660mm)",2.48
7E83259C5BA34DCE895A2D9501AC967A,"Jet 36"" Casing (914mm)",0.27
A52809D11C2A469D8FBC9211A3101975,Cleanout Run,1.1
F44F38965F1C4E838546C4AB63C97B56,Mobilization,21.31
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Run Upper Completion,4.78
377C18FDAFD84A608780509E3631907B,Run Lower Completion,6.41
3C6918BF24DC416F8747B40C3FADAC6D,Run / Test BOP,9.56
192DDAD7348544EB83E94E1AA39DF32B,Move In & Rig Up,5.51
6B4DE087F910440F82F10C1F70DAE530,Move In & Rig Up,0.04
A74B93C78CAE42E998A3AE559AA0F432,Rig Down & Move Out,0.15
F99E3C43EA4C44639A3785ED21F0CE05,Well Clean Up,0.92
61418BB6CEB248E29AC01F6F6BE82AB4,Run Upper Completion,5.21
FA9EAE3C713E477892722D1028963F22,"Drill 14-3/4"" x 17-1/2"" Hole Section (375x444.5mm)",14.33
FF5A9E0299714949BB7113DE5A45FC58,Temporary Plug & Abandonment (TP&A),4.84
3E1FCFD5C8884B2E8CD7089DAD3CC779,Move In & Rig Up,0.98
052C9E72E57846CF9AA1A7999558FAB5,Run Lower Completion,4.13
592D8A3FC4044A9ABEE730554560EAE0,Run / Test BOP,1.65
F99E3C43EA4C44639A3785ED21F0CE05,Move In & Rig Up,3.78
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Drill 12-1/4"" x 14-1/2"" Hole Section (311x368mm)",8.08
332C687CE7564366AF3F2F5DA1883602,"Drill 12-1/4"" Hole Section (311mm)",5.99
2EB98A75BA294750AAD9E7F2956ED965,"Jet 36"" Casing (914mm)",0.73
F224034A354A421EAA351918E67E8A2E,"Drill 28"" Hole Section (711mm)",2.1
192DDAD7348544EB83E94E1AA39DF32B,"Drill 28"" Hole Section (711mm)",2
D57CA0C65A2C4A7FB26AD29FC5D658AC,Run / Test BOP,4.24
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,Move In & Rig Up,3.69
6BBC552DAD9D436F9CA85E67E61E2CD2,Temporary Plug & Abandonment (TP&A),1.69
377C18FDAFD84A608780509E3631907B,Temporary Plug & Abandonment (TP&A),1.22
C77BA018CA00489A91C06309C6840C2C,Well Test,13.48
7E67BA30CAE942C7A3DE18A4C98C52C3,Open Hole Logging,11.46
4E3325C8D54540018590B97F82FD4A2C,"Drill 28"" Hole Section (711mm)",2.19
AE8222E964BF4261BE13A9F9431A87B2,"Run 16"" Liner (406mm)",3.52
01A04F50735A480BAE5E1063A930E7E4,"Drill 12-1/4"" Hole Section (311mm)",5.41
F274D9274D6D48BB96115E48151A352F,"Drill 28"" Hole Section (711mm)",2.53
ACEEF6A1543742C5B6F7CE0A73A81F59,Open Hole Logging,16.13
055FD8E6091E4FEC8A90CDEA84E0BED2,"Drill 12-1/4"" Hole Section (311mm)",16.8
175BA5DBC475495FBEA7060439C5B660,"Jet 36"" Casing (914mm)",0.23
FB2897CC7A4D4161BC438AD052D71715,"Drill 17-1/2"" Hole Section (444.5mm)",4.64
61418BB6CEB248E29AC01F6F6BE82AB4,Run Lower Completion,7.71
2EB98A75BA294750AAD9E7F2956ED965,"Drill 8-1/2"" Hole Section (216mm)",5.88
17FA6FC0817144F09C084AF52016E4B4,"Jet 36"" Casing (914mm)",0.33
27C70E0DB1164D29BA1F43D1C1A67AD4,"Drill 8-1/2"" Hole Section (216mm)",5.98
F60B551E1EBF446493ADBBF7E06B276D,Pull BOP,5.75
17FA6FC0817144F09C084AF52016E4B4,Move In & Rig Up,2.86
313023AD8D9E4A67AABAA94A3B566B06,Kill Well,2.56
98837B6835314A89AAB2402BCF913D36,"Run 13-3/8"" Casing (340mm)",2.26
C083D8787D6545CEA0C45BCD28B6995D,Coring,15.65
AC727F2B33D54DC39CD6C60F4609326B,Well Test,12.32
9C6CEE755C8742ADB7FC4A2D003F7648,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2
7E83259C5BA34DCE895A2D9501AC967A,Run / Test BOP,1.79
3CD6C7B1F8534AE489C0D91C0B037CCE,Well Test,null
7E83259C5BA34DCE895A2D9501AC967A,Re-entry,1.02
ACEEF6A1543742C5B6F7CE0A73A81F59,Pull BOP,4.71
2A417E2776114AD396F75F0343DB9FBC,"Drill 8-1/2"" Hole Section (216mm)",8.31
44F56447FA9C47F8AF518490FB599C70,Temporary Plug & Abandonment (TP&A),4.46
E79002718FBB47EC8A8F3ED3C7C80AA4,"Run 13-3/8"" Casing (340mm)",1.06
4831DF59593A47E6BB833F9474EF4A2E,"Run 13-3/8"" Casing (340mm)",5.58
5DD33CE64CFF4C439FB5DEF09184AA04,Lower P&A,6.33
15F41B08E003423C8A316032A7C9AE6A,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",6.1
61418BB6CEB248E29AC01F6F6BE82AB4,"Drill 12-1/4"" Hole Section (311mm)",6.9
E79002718FBB47EC8A8F3ED3C7C80AA4,"Jet 36"" Casing (914mm)",0.08
4E3325C8D54540018590B97F82FD4A2C,Lower P&A,1.16
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Drill 16-1/2"" x 20"" Hole Section (419x508mm)",8.94
27C70E0DB1164D29BA1F43D1C1A67AD4,12-1/4'' Open Hole Logging,2.34
659D58B29AD348D68E4B506B8A12BA3E,Plugback,3.44
14E041CC0847479B9B0D9A4C6F306814,"Jet 36"" Casing (914mm)",0.88
0DB5B5A443804DD5927B8B232DA6F1E7,Kill Well,3.71
4831DF59593A47E6BB833F9474EF4A2E,Re-entry,1.44
FB2897CC7A4D4161BC438AD052D71715,"Jet 36"" Casing (914mm)",1.35
5E07616CA6644593A67C548910E4F255,"Run 16"" Liner (406mm)",3.6
0643520408164C0BAC017A4FD2AB4C4D,Temporary Plug & Abandonment (TP&A),1.83
3CD6C7B1F8534AE489C0D91C0B037CCE,"Drill 28"" Hole Section (711mm)",1.51
A96AC5B5681C42E182815B2A03321EF7,"Run 11-7/8"" Liner (302mm)",6.59
12FF4C6C40C4446C84BF59EF1AED9772,"Run 13-3/8"" Casing (340mm)",1.8
91B05152008B4F92BDCB6C08E650CFE9,"Run 22"" Casing (559mm)",4.29
5B93D63F99F041CF975816077D909102,"Drill 17-1/2"" x 20"" Hole Section (444.5x508mm)",3.89
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Run 20"" Casing (508mm)",1.49
1705C7BB85B1436F8B46C50009FD040E,"Run 13-3/8"" Casing (340mm)",1.44
61418BB6CEB248E29AC01F6F6BE82AB4,Move In & Rig Up,3.75
3E1FCFD5C8884B2E8CD7089DAD3CC779,Pull BOP,2.18
0643520408164C0BAC017A4FD2AB4C4D,Move In & Rig Up,3.14
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Drill 28"" Hole Section (711mm)",1.04
E79002718FBB47EC8A8F3ED3C7C80AA4,"Run 20"" Casing (508mm)",1.4
2E3FCD94C0F84227A363DBAB76367D17,Temporary Plug & Abandonment (TP&A),3.67
F99E3C43EA4C44639A3785ED21F0CE05,"Drill 17-1/2"" Hole Section (444.5mm)",3.93
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Temporary Plug & Abandonment (TP&A),1.26
73BF435F6C564EC390725FAF4F50D3E3,"Drill 17-1/2"" Hole Section (444.5mm)",3.33
C083D8787D6545CEA0C45BCD28B6995D,"Drill 17-1/2"" Hole Section (444.5mm)",4.04
313023AD8D9E4A67AABAA94A3B566B06,Open Hole Logging,3.99
7E83259C5BA34DCE895A2D9501AC967A,"Drill 17-1/2"" Hole Section (444.5mm)",5.3
192DDAD7348544EB83E94E1AA39DF32B,"Drill 17-1/2"" Hole Section (444.5mm)",3.31
A06CA05414814A3E84C73BC4EE31EFCF,Fluid Displacement,6.12
D57CA0C65A2C4A7FB26AD29FC5D658AC,"Drill 28"" Hole Section (711mm)",1.76
2EB98A75BA294750AAD9E7F2956ED965,Lower P&A,3.94
6EAA98E981504DEA99B81AB459C9F2DE,Mobilization,5.31
1F7A02B6AF0A4D92A869D72C6922EC50,Cleanout Run,1.22
A1D51D5595D141D08D1DAA0D15EA4C09,"Drill 8-1/2"" Hole Section (216mm)",4.46
81CEC78DC98E4FB498D5F240B2368F3E,"Run 9-7/8"" Liner (251mm)",3.58
77E60965509A4C0A8D8D06CE60B89470,Run Lower Completion,10.54
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Run Upper Completion,6.44
1705C7BB85B1436F8B46C50009FD040E,Run / Test BOP,5.42
12FF4C6C40C4446C84BF59EF1AED9772,"Jet 36"" Casing (914mm)",1.25
1E0179E39C45410D99449F843ACB9B59,Well Clean Up,3.16
1E0179E39C45410D99449F843ACB9B59,Run Upper Completion,8.36
19C1D60E8C6547969453DACA80DDC64B,Run Lower Completion,null
3C6918BF24DC416F8747B40C3FADAC6D,Run Lower Completion,null
E79002718FBB47EC8A8F3ED3C7C80AA4,Run / Test BOP,0.34
D9290A60CB6B47E4A86A579B6FDE01BC,Run / Test BOP,6.16
CA120329AD6044F6A4A0BCE932258794,Pull BOP,3.23
448BA4A01930437CACB0F8C696A478EE,Temporary Plug & Abandonment (TP&A),14
6BBC552DAD9D436F9CA85E67E61E2CD2,"Drill 17-1/2"" Hole Section (444.5mm)",9.75
A1D51D5595D141D08D1DAA0D15EA4C09,"Drill 17-1/2"" Hole Section (444.5mm)",4.08
4831DF59593A47E6BB833F9474EF4A2E,Run / Test BOP,26.04
D8702AE6429945528A70D4D55E5F0755,Open Hole Logging,22.02
F274D9274D6D48BB96115E48151A352F,Pull BOP,4.51
A52809D11C2A469D8FBC9211A3101975,"Drill 12-1/4"" Hole Section (311mm)",9.96
5BEEF1D9EFA7406CA03D23FB1BA2441E,Coring,10.4
4831DF59593A47E6BB833F9474EF4A2E,Temporary Plug & Abandonment (TP&A),1.17
6470F14EEDBB4F81B5DA6EFA8696A5A2,"Drill 28"" Hole Section (711mm)",1.81
1BABE01738DD4EF7AD1FD9A369AA9190,"Drill 28"" Hole Section (711mm)",2.1
BAC96EBE0F354878BF920E67BFA0742E,Lower P&A,4.42
768A75E188C948268079F3BFBEAA5BFC,Run Upper Completion,9.38
4E3325C8D54540018590B97F82FD4A2C,Run Upper Completion,5.3
C083D8787D6545CEA0C45BCD28B6995D,Temporary Plug & Abandonment (TP&A),4
C5D4F6A03FFC41D79F999AA5A1247C35,"Drill 8-1/2"" Hole Section (216mm)",5.54
1095DCBFFF81479B92C13D24D0C0CD37,Move In & Rig Up,1.5
0E815F5CF7F84574BFC22E59D0C3CD4C,"Drill 28"" Hole Section (711mm)",2.06
E950C97C6C9B4262A0A06E9222F1D750,"Run 20"" Casing (508mm)",2.02
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Drill 18-1/8"" x 22"" Hole Section (460x559mm)",5.18
ACEEF6A1543742C5B6F7CE0A73A81F59,Fluid Displacement,2.25
768A75E188C948268079F3BFBEAA5BFC,"Drill 8-1/2"" Hole Section (216mm)",4.63
F274D9274D6D48BB96115E48151A352F,Open Hole Logging,8.1
AA23FA8702F143CA832D65B410D20B01,"Run 20"" Casing (508mm)",1.52
0643520408164C0BAC017A4FD2AB4C4D,Cleanout Run,1.61
3CD6C7B1F8534AE489C0D91C0B037CCE,"Run 13-5/8"" Casing / Tieback (346mm)",2.98
BAC96EBE0F354878BF920E67BFA0742E,Move In & Rig Up,3.33
B440090E6BEF485CB1FF88B13EF1DA2F,"Drill 28"" Hole Section (711mm)",1.96
2FF9338FEEBC45C5A6DF5D2F2970E6BD,Run / Test BOP,5.84
F6AED6C0516140FCBBE6C758CEAC677F,"Drill 12-1/4"" Hole Section (311mm)",6.93
6470F14EEDBB4F81B5DA6EFA8696A5A2,"Run 20"" Casing (508mm)",0.69
9EB6D41C69B946B2B3B9D738662D7646,Temporary Plug & Abandonment (TP&A),0.65
1C6899B4790F49CFBD844BBFFC958D16,"Drill 17-1/2"" Hole Section (444.5mm)",3
9C6CEE755C8742ADB7FC4A2D003F7648,Rig Down & Move Out,0.83
659D58B29AD348D68E4B506B8A12BA3E,"Jet 36"" Casing (914mm)",2.75
7894DBFB0E9741A9B5B42D9188DADFA8,Rig Down & Move Out,0.13
AE8222E964BF4261BE13A9F9431A87B2,Open Hole Logging,31.44
E950C97C6C9B4262A0A06E9222F1D750,"Run 13-3/8"" Casing (340mm)",1.77
CA120329AD6044F6A4A0BCE932258794,"Run 9-5/8"" Liner (244.5mm)",5.41
27C70E0DB1164D29BA1F43D1C1A67AD4,Run Upper Completion,3.68
448BA4A01930437CACB0F8C696A478EE,"Run 13-3/8"" Casing (340mm)",1.65
B972758C036E4230A1B96DC034B8B094,"Run 13-5/8"" Casing / Tieback (346mm)",2.88
7E67BA30CAE942C7A3DE18A4C98C52C3,"Run 13-5/8"" Casing / Tieback (346mm)",1.63
