idwell,subphase,sum(subphase_total_days)
5E07616CA6644593A67C548910E4F255,Pull BOP,3.63
055FD8E6091E4FEC8A90CDEA84E0BED2,"Jet 36"" Casing (914mm)",1.15
5DD33CE64CFF4C439FB5DEF09184AA04,"Run 22"" Casing (559mm)",1.85
3C9D3FBE5854422EBDC0BBBA9A543DBB,"Jet 36"" Casing (914mm)",0.78
ECE695FAA11D4D2BA7338EE03055B7B0,"Run 20"" Casing (508mm)",0.94
91B05152008B4F92BDCB6C08E650CFE9,Pull BOP,3.49
A06CA05414814A3E84C73BC4EE31EFCF,"Run 20"" Casing (508mm)",1.13
FA9EAE3C713E477892722D1028963F22,Lower P&A,7.98
96CFFB4877B843B79E105E7816AAC293,"Drill 12-1/4"" Hole Section (311mm)",8.88
FAC36A8FB35C4B14968DD9A026580CF4,Run / Test BOP,6.89
671390DF21ED4FBCAFBD872F2F2A950C,Run Lower Completion,5.48
05E3D57291A54C518D4DCA84D752B455,Temporary Plug & Abandonment (TP&A),2.63
9C6CEE755C8742ADB7FC4A2D003F7648,Pull BOP,0.21
6BBC552DAD9D436F9CA85E67E61E2CD2,Run Upper Completion,12.44
15F41B08E003423C8A316032A7C9AE6A,"Jet 36"" Casing (914mm)",0.23
E79002718FBB47EC8A8F3ED3C7C80AA4,Run Upper Completion,4.94
2EB98A75BA294750AAD9E7F2956ED965,"Run 9-7/8"" Liner (251mm)",1.67
14E041CC0847479B9B0D9A4C6F306814,"Run 20"" Casing (508mm)",1.27
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Mobilization,3.17
313023AD8D9E4A67AABAA94A3B566B06,Pull BOP,4.24
592D8A3FC4044A9ABEE730554560EAE0,"Run 20"" Casing (508mm)",0.83
AC727F2B33D54DC39CD6C60F4609326B,"Run 22"" Casing (559mm)",0.92
3CD6C7B1F8534AE489C0D91C0B037CCE,"Drill 14-1/2"" x 17"" Hole Section (368x432mm)",7.7
D63CE93FCBDC425D9A818E91CD52E293,Move In & Rig Up,2.68
377C18FDAFD84A608780509E3631907B,"Drill 8-1/2"" Hole Section (216mm)",4.58
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Run Upper Completion,5.05
14E041CC0847479B9B0D9A4C6F306814,Fluid Displacement,5.23
77E60965509A4C0A8D8D06CE60B89470,"Drill 28"" Hole Section (711mm)",1.66
0DB5B5A443804DD5927B8B232DA6F1E7,"Run 22"" Casing (559mm)",2.23
C5D4F6A03FFC41D79F999AA5A1247C35,Run / Test BOP,6.76
A52809D11C2A469D8FBC9211A3101975,Run / Test BOP,0.46
9EB6D41C69B946B2B3B9D738662D7646,"Run 20"" Casing (508mm)",1.92
F6AED6C0516140FCBBE6C758CEAC677F,"Run 9-7/8"" Liner (251mm)",7.09
14E041CC0847479B9B0D9A4C6F306814,Temporary Plug & Abandonment (TP&A),1.67
A1D51D5595D141D08D1DAA0D15EA4C09,"Run 20"" Casing (508mm)",1.3
A52809D11C2A469D8FBC9211A3101975,Run Lower Completion,4.46
3E1FCFD5C8884B2E8CD7089DAD3CC779,Open Hole Logging,13.16
E36B920A7DEB4B2D96D9287AC9595E17,"Jet 36"" Casing (914mm)",1.06
1705C7BB85B1436F8B46C50009FD040E,Run Lower Completion,9.48
659D58B29AD348D68E4B506B8A12BA3E,Lower P&A,3.58
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Run 9-7/8"" Liner (251mm)",4.54
754271E79F2D47E2A6A13FDBA918D5D6,Run / Test BOP,4.28
8766467DC774438D9AC41076EF4E2CDD,Run / Test BOP,6
A96AC5B5681C42E182815B2A03321EF7,Temporary Plug & Abandonment (TP&A),6.07
5E07616CA6644593A67C548910E4F255,"Drill 8-1/2"" Hole Section (216mm)",12.75
6F5B65035EA446E6A523B4112DA7CC18,"Jet 36"" Casing (914mm)",0.83
2E3FCD94C0F84227A363DBAB76367D17,"Drill 17-1/2"" Hole Section (444.5mm)",6.07
F99E3C43EA4C44639A3785ED21F0CE05,"Drill 12-1/4"" Hole Section (311mm)",11.96
E36B920A7DEB4B2D96D9287AC9595E17,Temporary Plug & Abandonment (TP&A),1.06
7BAD924A0777472D9A50F4C01256A71A,"Drill 8-1/2"" Hole Section (216mm)",5.88
3E1FCFD5C8884B2E8CD7089DAD3CC779,Temporary Plug & Abandonment (TP&A),4.42
AA3D5BC92DFE47D7A6C4ABDF93794AA8,"Drill 12-1/4"" Hole Section (311mm)",12.27
0F286F8CB5074CF1B48E80F800A66A69,Pull BOP,2.33
8DE4516EEF9C4249B231AC1054CAE57A,"Drill 17-1/2"" Hole Section (444.5mm)",7.79
01A04F50735A480BAE5E1063A930E7E4,Temporary Plug & Abandonment (TP&A),3.29
592D8A3FC4044A9ABEE730554560EAE0,Move In & Rig Up,1.42
4831DF59593A47E6BB833F9474EF4A2E,Pull BOP,1.32
96CFFB4877B843B79E105E7816AAC293,Run / Test BOP,3.59
0DB5B5A443804DD5927B8B232DA6F1E7,"Drill 28"" Hole Section (711mm)",1.23
FF5A9E0299714949BB7113DE5A45FC58,"Run 10-3/4"" Casing (273mm)",4.22
A96AC5B5681C42E182815B2A03321EF7,"Run 9-7/8"" Liner (251mm)",null
F6AED6C0516140FCBBE6C758CEAC677F,Move In & Rig Up,0.83
C76E0A95822C4FE69B439D79BC046367,"Drill 17-1/2"" Hole Section (444.5mm)",3.29
7E83259C5BA34DCE895A2D9501AC967A,"Drill 8-1/2"" Hole Section (216mm)",4.02
313023AD8D9E4A67AABAA94A3B566B06,Run Upper Completion,4.43
A3E87A9132C04B26AF6B28A541929A59,Fluid Displacement,3.59
5604C053A0D84498A65094FFFC6F61D5,"Drill 8-1/2"" Hole Section (216mm)",6.98
A96AC5B5681C42E182815B2A03321EF7,Move In & Rig Up,1.46
1E0179E39C45410D99449F843ACB9B59,"Drill 12-1/4"" Hole Section (311mm)",11.06
AA3D5BC92DFE47D7A6C4ABDF93794AA8,"Drill 17-1/2"" Hole Section (444.5mm)",5.48
AC727F2B33D54DC39CD6C60F4609326B,Fluid Displacement,6.16
C083D8787D6545CEA0C45BCD28B6995D,Run Upper Completion,4.13
01A04F50735A480BAE5E1063A930E7E4,"Run 13-3/8"" Casing (340mm)",1.76
A96AC5B5681C42E182815B2A03321EF7,Wiper Trip,null
8388E7D9A9884BC28D724C4DEF9D148E,Run / Test BOP,1.5
17FA6FC0817144F09C084AF52016E4B4,"Run 20"" Casing (508mm)",1.56
313023AD8D9E4A67AABAA94A3B566B06,"Run 9-7/8"" Liner (251mm)",4.77
BAA7B0A7E65B44E8AA2BC58D45F45725,Pull BOP,2.03
768A75E188C948268079F3BFBEAA5BFC,"Run 13-3/8"" Casing (340mm)",4.06
4E3325C8D54540018590B97F82FD4A2C,Temporary Plug & Abandonment (TP&A),3.96
37849EEF65EF455DB9026D647C1B4800,Run Lower Completion,5.4
ECE695FAA11D4D2BA7338EE03055B7B0,Move In & Rig Up,0.15
BAC96EBE0F354878BF920E67BFA0742E,"Run 22"" Casing (559mm)",2.7
510684F5A97743FEA62630B7849D2CE9,Run Upper Completion,5.9
0DB5B5A443804DD5927B8B232DA6F1E7,Move In & Rig Up,2.59
E79002718FBB47EC8A8F3ED3C7C80AA4,"Drill 17-1/2"" Hole Section (444.5mm)",3.43
77E60965509A4C0A8D8D06CE60B89470,Pull BOP,0.67
1F12DA3A3DF54B2094592A804A8F12B6,Kill Well,2.74
3C9D3FBE5854422EBDC0BBBA9A543DBB,Rig / Equipment Inspection,11.83
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Run 16"" Liner (406mm)",2.14
FAC36A8FB35C4B14968DD9A026580CF4,Open Hole Logging,7.03
0F41F5BB467844D6BEE17EDD3438AF05,"Run 22"" Casing (559mm)",0.71
81CEC78DC98E4FB498D5F240B2368F3E,Well Test,17.67
AC727F2B33D54DC39CD6C60F4609326B,"Drill 17-1/2"" Hole Section (444.5mm)",5.32
19C1D60E8C6547969453DACA80DDC64B,Well Test,null
3C6918BF24DC416F8747B40C3FADAC6D,Kill Well,null
61418BB6CEB248E29AC01F6F6BE82AB4,Temporary Plug & Abandonment (TP&A),3.25
0F41F5BB467844D6BEE17EDD3438AF05,Coring,2.34
BA9D8F61AF0E477794A8EEC4C3C1F1D7,Plugback,2.46
F6AED6C0516140FCBBE6C758CEAC677F,"Run 16"" Liner (406mm)",4.2
44F56447FA9C47F8AF518490FB599C70,"Run 20"" Casing (508mm)",2.92
2E5A7674FED24353880C670C671E9508,Rig Repair / Modification,7
4E3325C8D54540018590B97F82FD4A2C,Move In & Rig Up,3.34
5BEEF1D9EFA7406CA03D23FB1BA2441E,"Drill 8-1/2"" Hole Section (216mm)",18.94
1F7A02B6AF0A4D92A869D72C6922EC50,Move In & Rig Up,3.81
332C687CE7564366AF3F2F5DA1883602,Run / Test BOP,2
7E83259C5BA34DCE895A2D9501AC967A,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.15
A52809D11C2A469D8FBC9211A3101975,Run Upper Completion,4.98
A06CA05414814A3E84C73BC4EE31EFCF,"Drill 12-1/4"" Hole Section (311mm)",9.94
D1AC8790A3AD4CB9896F774EB0B25888,"Run 20"" Casing (508mm)",0.67
0F41F5BB467844D6BEE17EDD3438AF05,Lower P&A,2.92
FF5A9E0299714949BB7113DE5A45FC58,Run Upper Completion,4
D656C01E121E4E858D3984E2E069BAEA,"Run 13-3/8"" Casing (340mm)",5.15
27C70E0DB1164D29BA1F43D1C1A67AD4,"Drill 12-1/4"" Hole Section (311mm)",24.39
44F56447FA9C47F8AF518490FB599C70,"Drill 8-1/2"" Hole Section (216mm)",6.65
0643520408164C0BAC017A4FD2AB4C4D,Rig Down & Move Out,7.14
05E3D57291A54C518D4DCA84D752B455,Re-entry,0.69
B6751215EAA9409C98FA097523A21668,"Drill 17-1/2"" Hole Section (444.5mm)",6.14
AE8222E964BF4261BE13A9F9431A87B2,"Drill 12-1/4"" Hole Section (311mm)",12.11
192DDAD7348544EB83E94E1AA39DF32B,"Run 20"" Casing (508mm)",1.17
754271E79F2D47E2A6A13FDBA918D5D6,Run Upper Completion,5.05
B440090E6BEF485CB1FF88B13EF1DA2F,"Drill 12-1/4"" Hole Section (311mm)",4.38
C083D8787D6545CEA0C45BCD28B6995D,"Run 22"" Casing (559mm)",1.58
510684F5A97743FEA62630B7849D2CE9,"Run 9-7/8"" Casing (251mm)",2.9
5E07616CA6644593A67C548910E4F255,"Drill 12-1/4"" Hole Section (311mm)",17.94
17F18171D4844302ADA168C723ECDF4F,"Drill 12-1/4"" Hole Section (311mm)",5.17
12FF4C6C40C4446C84BF59EF1AED9772,Run / Test BOP,5.04
671390DF21ED4FBCAFBD872F2F2A950C,Move In & Rig Up,4.12
052C9E72E57846CF9AA1A7999558FAB5,Pull BOP,0.39
A52809D11C2A469D8FBC9211A3101975,"Run 13-3/8"" Casing (340mm)",1.48
4E3325C8D54540018590B97F82FD4A2C,"Run 13-5/8"" Casing / Tieback (346mm)",4.04
A06CA05414814A3E84C73BC4EE31EFCF,"Drill 28"" Hole Section (711mm)",3.02
7E83259C5BA34DCE895A2D9501AC967A,Fluid Displacement,2.9
0F41F5BB467844D6BEE17EDD3438AF05,"Drill 12-1/4"" Hole Section (311mm)",11.3
91B05152008B4F92BDCB6C08E650CFE9,Lower P&A,4.05
8388E7D9A9884BC28D724C4DEF9D148E,"Run 13-3/8"" Casing (340mm)",1.6
592D8A3FC4044A9ABEE730554560EAE0,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.35
F274D9274D6D48BB96115E48151A352F,"Drill 17-1/2"" Hole Section (444.5mm)",3.02
67C1FDE7B2B4483E87B7EA005353C6BA,"Jet 36"" Casing (914mm)",0.97
67C1FDE7B2B4483E87B7EA005353C6BA,"Run 22"" Casing (559mm)",0.88
659D58B29AD348D68E4B506B8A12BA3E,"Drill 12-1/4"" Hole Section (311mm)",20.12
96CFFB4877B843B79E105E7816AAC293,Pull BOP,1.89
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Run 22"" Casing (559mm)",1.52
12FF4C6C40C4446C84BF59EF1AED9772,"Drill 12-1/4"" Hole Section (311mm)",6.27
17F18171D4844302ADA168C723ECDF4F,Temporary Plug & Abandonment (TP&A),1.27
FF5A9E0299714949BB7113DE5A45FC58,"Run 20"" Casing (508mm)",1.01
61418BB6CEB248E29AC01F6F6BE82AB4,Well Clean Up,null
AE8222E964BF4261BE13A9F9431A87B2,"Run 13-5/8"" x 14"" Casing (346x356mm)",1.46
73BF435F6C564EC390725FAF4F50D3E3,Run Lower Completion,4.15
15F41B08E003423C8A316032A7C9AE6A,Run Upper Completion,4.13
052C9E72E57846CF9AA1A7999558FAB5,"Run 13-5/8"" Casing / Tieback (346mm)",1.42
BAC96EBE0F354878BF920E67BFA0742E,"Run 9-5/8"" Liner (244.5mm)",2.01
A74B93C78CAE42E998A3AE559AA0F432,"Drill 26"" Hole Section (660mm)",2.15
BAC96EBE0F354878BF920E67BFA0742E,"Drill 8-1/2"" Hole Section (216mm)",23.03
E950C97C6C9B4262A0A06E9222F1D750,Re-entry,2.17
A3E87A9132C04B26AF6B28A541929A59,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.19
14E041CC0847479B9B0D9A4C6F306814,"Drill 28"" Hole Section (711mm)",1.38
C2D5DCF5F6B541518C42183715E63886,Rig / BOP Maintenance,9.82
8DE4516EEF9C4249B231AC1054CAE57A,Move In & Rig Up,6.8
ACEEF6A1543742C5B6F7CE0A73A81F59,Temporary Plug & Abandonment (TP&A),1.56
27C70E0DB1164D29BA1F43D1C1A67AD4,Plugback,3.03
ABFE27C3D5F84A7DB9A7D91A9B128DDF,Run Lower Completion,2.1
592D8A3FC4044A9ABEE730554560EAE0,Re-entry,1.17
6BBC552DAD9D436F9CA85E67E61E2CD2,"Run 20"" Casing (508mm)",1.33
D8702AE6429945528A70D4D55E5F0755,"Drill 12-1/4"" Hole Section (311mm)",7.93
19C1D60E8C6547969453DACA80DDC64B,Move In & Rig Up,2.58
3E1FCFD5C8884B2E8CD7089DAD3CC779,Coring,5.13
27C70E0DB1164D29BA1F43D1C1A67AD4,"Run 9-5/8"" Casing / Tieback (244.5mm)",2.66
5E07616CA6644593A67C548910E4F255,Run / Test BOP,8.45
768A75E188C948268079F3BFBEAA5BFC,Pull BOP,5.71
12FF4C6C40C4446C84BF59EF1AED9772,"Drill 17-1/2"" Hole Section (444.5mm)",3.35
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Drill 28"" Hole Section (711mm)",1.48
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Cleanout Run,null
4831DF59593A47E6BB833F9474EF4A2E,Fluid Displacement,null
D63CE93FCBDC425D9A818E91CD52E293,"Run 13-3/8"" Casing (340mm)",1.33
CA120329AD6044F6A4A0BCE932258794,"Drill 8-1/2"" Hole Section (216mm)",10.13
C77BA018CA00489A91C06309C6840C2C,"Jet 36"" Casing (914mm)",0.54
C083D8787D6545CEA0C45BCD28B6995D,"Drill 12-1/4"" Hole Section (311mm)",17.19
2EB98A75BA294750AAD9E7F2956ED965,Run / Test BOP,6.05
AA3D5BC92DFE47D7A6C4ABDF93794AA8,Fluid Displacement,7.19
8766467DC774438D9AC41076EF4E2CDD,Well Clean Up,2.99
B4672CA1121F476E8EADCB335E7A01C3,"Drill 8-1/2"" Hole Section (216mm)",8.31
E79002718FBB47EC8A8F3ED3C7C80AA4,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.94
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Drill 12-1/4"" Hole Section (311mm)",12.81
570E8D3E150A41109B1E19251B48BCE8,"Run 9-7/8"" x 10-3/4"" Casing (251x273mm)",2.69
FB2897CC7A4D4161BC438AD052D71715,Re-entry,1.19
6AC386B93DBA4008BA8AF187B352B292,Move In & Rig Up,41.08
D1B10E9ADCBF4C08BE4E1FB44EDB85CD,Open Hole Logging,7.96
73BF435F6C564EC390725FAF4F50D3E3,"Drill 28"" Hole Section (711mm)",1.67
81CEC78DC98E4FB498D5F240B2368F3E,"Drill 17-1/2"" Hole Section (444.5mm)",2.84
F99E3C43EA4C44639A3785ED21F0CE05,"Jet 36"" Casing (914mm)",0.13
4AB956891F3E45DAB2ADDF0625B417A6,"Jet 36"" Casing (914mm)",0.33
98837B6835314A89AAB2402BCF913D36,Pull BOP,0.85
AC727F2B33D54DC39CD6C60F4609326B,"Drill 12-1/4"" Hole Section (311mm)",6.98
FB2897CC7A4D4161BC438AD052D71715,"Drill 12-1/4"" Hole Section (311mm)",7.69
FB2897CC7A4D4161BC438AD052D71715,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.39
A96AC5B5681C42E182815B2A03321EF7,"Run 22"" Casing (559mm)",1.75
48233888832147E5815F36A5378D30AE,Run / Test BOP,3.65
768A75E188C948268079F3BFBEAA5BFC,"Drill 28"" Hole Section (711mm)",2.15
D63CE93FCBDC425D9A818E91CD52E293,"Drill 28"" Hole Section (711mm)",2.06
8766467DC774438D9AC41076EF4E2CDD,Run Upper Completion,10.24
175BA5DBC475495FBEA7060439C5B660,"Run 9-7/8"" Liner (251mm)",1.9
BAA7B0A7E65B44E8AA2BC58D45F45725,"Run 22"" Casing (559mm)",0.78
FAC36A8FB35C4B14968DD9A026580CF4,"Drill 12-1/4"" Hole Section (311mm)",4.19
CA120329AD6044F6A4A0BCE932258794,Temporary Plug & Abandonment (TP&A),6.1
BA9D8F61AF0E477794A8EEC4C3C1F1D7,"Run 20"" Casing (508mm)",1.85
A74B93C78CAE42E998A3AE559AA0F432,Move In & Rig Up,1.78
71B9A353FA6442E8852B5ED9DE8EC515,"Jet 36"" Casing (914mm)",0.23
B6751215EAA9409C98FA097523A21668,Pull BOP,54.13
17F18171D4844302ADA168C723ECDF4F,Well Clean Up,0.67
D1AC8790A3AD4CB9896F774EB0B25888,Plugback,2.79
7E67BA30CAE942C7A3DE18A4C98C52C3,"Run 22"" Casing (559mm)",0.85
BAA7B0A7E65B44E8AA2BC58D45F45725,Run / Test BOP,4.64
F44F38965F1C4E838546C4AB63C97B56,Rig Down & Move Out,0.13
D63CE93FCBDC425D9A818E91CD52E293,"Drill 12-1/4"" Hole Section (311mm)",4.6
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Jet 36"" Casing (914mm)",0.33
448BA4A01930437CACB0F8C696A478EE,"Run 20"" Casing (508mm)",0.92
A3E87A9132C04B26AF6B28A541929A59,"Drill 28"" Hole Section (711mm)",2.1
0F286F8CB5074CF1B48E80F800A66A69,"Jet 36"" Casing (914mm)",1.46
8DE4516EEF9C4249B231AC1054CAE57A,Run Lower Completion,4.38
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Run 22"" Casing (559mm)",1.27
6BBC552DAD9D436F9CA85E67E61E2CD2,Rig / BOP Maintenance,4.03
27C70E0DB1164D29BA1F43D1C1A67AD4,Re-entry,1.01
A52809D11C2A469D8FBC9211A3101975,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",5.06
73BF435F6C564EC390725FAF4F50D3E3,Run Upper Completion,5.29
979569BEB406477E9F499BCE0B1D476A,Run / Test BOP,3.25
1095DCBFFF81479B92C13D24D0C0CD37,"Drill 28"" Hole Section (711mm)",2.96
AA23FA8702F143CA832D65B410D20B01,"Drill 12-1/4"" Hole Section (311mm)",7.13
01A04F50735A480BAE5E1063A930E7E4,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.77
0643520408164C0BAC017A4FD2AB4C4D,"Run 20"" Casing (508mm)",1.35
ACEEF6A1543742C5B6F7CE0A73A81F59,"Drill 17-1/2"" Hole Section (444.5mm)",1.96
E86F16784BA24EC08E4E4DE62F1C84FE,Pull BOP,0.88
2A417E2776114AD396F75F0343DB9FBC,Move In & Rig Up,0.97
570E8D3E150A41109B1E19251B48BCE8,Run / Test BOP,0.75
8388E7D9A9884BC28D724C4DEF9D148E,"Drill 8-1/2"" x 9-1/2"" Hole Section (216x241mm)",9.02
0DB5B5A443804DD5927B8B232DA6F1E7,"Run 13-5/8"" Casing / Tieback (346mm)",2.1
1F7A02B6AF0A4D92A869D72C6922EC50,"Drill 17-1/2"" Hole Section (444.5mm)",7.5
1BABE01738DD4EF7AD1FD9A369AA9190,"Run 13-3/8"" Casing (340mm)",1.33
1F7A02B6AF0A4D92A869D72C6922EC50,Re-entry,1.18
A52809D11C2A469D8FBC9211A3101975,Well Clean Up,0.71
96CFFB4877B843B79E105E7816AAC293,"Run 13-5/8"" Casing / Tieback (346mm)",2.93
98837B6835314A89AAB2402BCF913D36,"Drill 12-1/4"" Hole Section (311mm)",5.48
B4672CA1121F476E8EADCB335E7A01C3,Temporary Plug & Abandonment (TP&A),2.41
754BC09DDD534651BDA54E4AE2004B72,"Drill 12-1/4"" Hole Section (311mm)",7.67
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Drill 14-1/2"" x 17"" Hole Section (368x432mm)",4.27
F274D9274D6D48BB96115E48151A352F,Lower P&A,3.09
8DE4516EEF9C4249B231AC1054CAE57A,Run Upper Completion,4.42
19C1D60E8C6547969453DACA80DDC64B,Lower P&A,4.04
0643520408164C0BAC017A4FD2AB4C4D,Re-entry,19.45
6BBC552DAD9D436F9CA85E67E61E2CD2,"Jet 36"" Casing (914mm)",1.19
F0C1AEB57DEC4AFFAA75A87DB3CE3B54,"Run 20"" Casing (508mm)",0.9
659D58B29AD348D68E4B506B8A12BA3E,Open Hole Logging,16.09
17F18171D4844302ADA168C723ECDF4F,"Run 20"" Casing (508mm)",0.75
81CEC78DC98E4FB498D5F240B2368F3E,"Run 22"" Casing (559mm)",1.45
048BBD33673549AA87A1606D5C9506D0,Plugback,1.74
332C687CE7564366AF3F2F5DA1883602,"Drill 14-1/2"" x 17-1/2"" Hole Section (368x444.5mm)",null
5E07616CA6644593A67C548910E4F255,"Run 9-7/8"" Liner (251mm)",4.23
E86F16784BA24EC08E4E4DE62F1C84FE,"Jet 36"" Casing (914mm)",1.04
B440090E6BEF485CB1FF88B13EF1DA2F,Open Hole Logging,3.85
AA3D5BC92DFE47D7A6C4ABDF93794AA8,"Jet 36"" Casing (914mm)",1.17
D0FB223DC2DB4C91815E9FBB821804E6,Move In & Rig Up,0.02
3CD6C7B1F8534AE489C0D91C0B037CCE,"Run 22"" Casing (559mm)",0.86
A06CA05414814A3E84C73BC4EE31EFCF,Run Lower Completion,6.5
FF5A9E0299714949BB7113DE5A45FC58,Prepare Well for Production,1.94
17F18171D4844302ADA168C723ECDF4F,Rig / Equipment Inspection,2.7
54023A25026948EE937426EF9CEED755,Temporary Plug & Abandonment (TP&A),4.58
C77BA018CA00489A91C06309C6840C2C,Move In & Rig Up,1.5
0F41F5BB467844D6BEE17EDD3438AF05,"Jet 36"" Casing (914mm)",1.16
0DB5B5A443804DD5927B8B232DA6F1E7,Open Hole Logging,2.79
A1D51D5595D141D08D1DAA0D15EA4C09,"Drill 12-1/4"" Hole Section (311mm)",7.79
FB2897CC7A4D4161BC438AD052D71715,Temporary Plug & Abandonment (TP&A),3.94
AE8222E964BF4261BE13A9F9431A87B2,"Run 9-7/8"" Liner (251mm)",3.74
0E815F5CF7F84574BFC22E59D0C3CD4C,"Drill 12-1/4"" Hole Section (311mm)",18.77
FA9EAE3C713E477892722D1028963F22,Pull BOP,4.15
0643520408164C0BAC017A4FD2AB4C4D,Run Lower Completion,9.18
F274D9274D6D48BB96115E48151A352F,Coring,10.96
C77BA018CA00489A91C06309C6840C2C,Run Upper Completion,4.59
3ED9DE02F7864AFE90A8ECBCDB6EF93C,Run Lower Completion,6.83
055FD8E6091E4FEC8A90CDEA84E0BED2,Open Hole Logging,12.5
A3E87A9132C04B26AF6B28A541929A59,Move In & Rig Up,0.9
48233888832147E5815F36A5378D30AE,Lower P&A,3.27
A52809D11C2A469D8FBC9211A3101975,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",3.17
592D8A3FC4044A9ABEE730554560EAE0,Cleanout Run,null
3E1FCFD5C8884B2E8CD7089DAD3CC779,"Run 13-5/8"" Casing / Tieback (346mm)",1.73
ACEEF6A1543742C5B6F7CE0A73A81F59,"Drill 12-1/4"" Hole Section (311mm)",19.6
C2D5DCF5F6B541518C42183715E63886,"Drill 17-1/2"" Hole Section (444.5mm)",6.8
0E815F5CF7F84574BFC22E59D0C3CD4C,"Run 13-5/8"" Casing / Tieback (346mm)",2.98
67C1FDE7B2B4483E87B7EA005353C6BA,Coring,4.73
54023A25026948EE937426EF9CEED755,"Drill 17-1/2"" Hole Section (444.5mm)",6.85
671390DF21ED4FBCAFBD872F2F2A950C,"Drill 17-1/2"" Hole Section (444.5mm)",3.13
BAC96EBE0F354878BF920E67BFA0742E,Open Hole Logging,10.38
048BBD33673549AA87A1606D5C9506D0,Move In & Rig Up,0.85
F6AED6C0516140FCBBE6C758CEAC677F,"Run 13-5/8"" x 14"" Casing (346x356mm)",4.33
ACEEF6A1543742C5B6F7CE0A73A81F59,"Drill 28"" Hole Section (711mm)",1.52
5BEEF1D9EFA7406CA03D23FB1BA2441E,Temporary Plug & Abandonment (TP&A),7.25
6F5B65035EA446E6A523B4112DA7CC18,Temporary Plug & Abandonment (TP&A),2.7
05E3D57291A54C518D4DCA84D752B455,Move In & Rig Up,0.43
332C687CE7564366AF3F2F5DA1883602,"Drill 17-1/2"" Hole Section (444.5mm)",4.8
AA23FA8702F143CA832D65B410D20B01,Pull BOP,4.17
2BEE1ABEE01E435EB9982EC6FEC766E8,"Run 20"" Casing (508mm)",0.79
E950C97C6C9B4262A0A06E9222F1D750,"Drill 17-1/2"" Hole Section (444.5mm)",4.06
6F5B65035EA446E6A523B4112DA7CC18,Pull BOP,0.4
37849EEF65EF455DB9026D647C1B4800,"Jet 36"" Casing (914mm)",0.36
C2D5DCF5F6B541518C42183715E63886,Coring,5.9
3ED9DE02F7864AFE90A8ECBCDB6EF93C,"Run 20"" Casing (508mm)",1.27
A06CA05414814A3E84C73BC4EE31EFCF,Temporary Plug & Abandonment (TP&A),13.88
5604C053A0D84498A65094FFFC6F61D5,"Jet 36"" Casing (914mm)",1.35
9EB6D41C69B946B2B3B9D738662D7646,"Run 11-7/8"" Liner (302mm)",null
6F5B65035EA446E6A523B4112DA7CC18,"Run 13-5/8"" Casing / Tieback (346mm)",1.33
768A75E188C948268079F3BFBEAA5BFC,Run Lower Completion,3.74
A52809D11C2A469D8FBC9211A3101975,"Drill 17-1/2"" Hole Section (444.5mm)",3.83
37849EEF65EF455DB9026D647C1B4800,Run / Test BOP,2.57
CC04ADDD90154FFEAD1EDF7153A32D16,"Run 20"" Casing (508mm)",0.69
27C70E0DB1164D29BA1F43D1C1A67AD4,Run Lower Completion,3.91
052C9E72E57846CF9AA1A7999558FAB5,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",1.84
ABFE27C3D5F84A7DB9A7D91A9B128DDF,"Drill 12-1/4"" Hole Section (311mm)",5.31
7894DBFB0E9741A9B5B42D9188DADFA8,"Drill 28"" Hole Section (711mm)",1.55
0F286F8CB5074CF1B48E80F800A66A69,"Drill 17-1/2"" Hole Section (444.5mm)",4.63
4831DF59593A47E6BB833F9474EF4A2E,"Run 9-5/8"" x 10-3/4"" Casing (244.5x273mm)",2.06
61418BB6CEB248E29AC01F6F6BE82AB4,SIMOPS,4.83
FA9EAE3C713E477892722D1028963F22,Open Hole Logging,33.64
9EB6D41C69B946B2B3B9D738662D7646,"Jet 36"" Casing (914mm)",0.26
AC727F2B33D54DC39CD6C60F4609326B,Kill Well,2.96
3353742D96D54521BE96EED15BEA548E,"Run 20"" Casing (508mm)",1.54
F224034A354A421EAA351918E67E8A2E,"Drill 12-1/4"" Hole Section (311mm)",10.77
